text,label,has_arbitration,arbitration_type,features,source,ambiguous,text_length,word_count,arbitration_keyword_count,legal_keyword_count
"YOU UNDERSTAND AND AGREE THAT BY ENTERING INTO THIS AGREEMENT, YOU AND COMPANY ARE EACH WAIVING THE RIGHT TO TRIAL BY JURY OR TO PARTICIPATE IN A CLASS ACTION. Any arbitration under this Agreement will take place on an individual basis; class arbitrations and class actions are not permitted. Company and you agree that each may bring claims against the other only in your or its individual capacity and not as a plaintiff or class member in any purported class or representative action.",1,True,binding,"binding,individual_only,class_action_prohibition,jury_waiver,emphasized",original,False,487,83,1,1
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
"You and the Company agree that any controversy will be resolved through individual arbitration, and you waive your right to participate in class actions. Small claims court proceedings are excluded from this arbitration requirement.",1,True,mandatory,class_action_waiver,synthetic,False,232,34,2,4
Any lawsuit or legal action must be filed in the appropriate court in San Francisco County. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,161,26,0,1
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
Litigation may be pursued in state or federal court as appropriate. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,137,21,0,2
The parties may engage in settlement discussions or mediation.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,9,1,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of AAA. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,193,33,2,2
Disputes will be resolved by a single arbitrator appointed under International Chamber of Commerce rules. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,177,28,2,1
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,175,27,1,2
You consent to the exclusive jurisdiction of the courts located in New York. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,125,22,0,3
You agree to binding arbitration for all disagreements and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,jury_waiver,class_action_waiver,location_specified",synthetic,False,224,38,2,0
All claims must be resolved through arbitration conducted by International Chamber of Commerce in the state where the Company is headquartered. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,205,31,1,1
Judicial proceedings are available for the resolution of any legal matter. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
Disputes will be resolved by a single arbitrator appointed under ICC rules.,1,True,mandatory,provider_specified,synthetic,False,75,12,2,1
Disputes will be resolved by a single arbitrator appointed under American Arbitration Association rules. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,176,27,3,1
You agree that any legal action may be brought in federal or state court in San Francisco County.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,97,18,0,1
Judicial proceedings are available for the resolution of any conflict.,0,False,none,no_arbitration,synthetic,False,70,10,0,2
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver",synthetic,False,251,38,2,4
"You and the Company agree that any legal matter will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,305,48,2,3
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"mandatory,jury_waiver,location_specified",synthetic,False,173,29,2,1
Any lawsuit or legal action must be filed in the appropriate court in the state of incorporation.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,97,17,0,1
These Terms are governed by the laws of Delaware and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,89,17,0,2
Binding arbitration will be the exclusive remedy for any controversy related to this service.,1,True,binding,binding,synthetic,False,93,14,2,1
You agree that any legal action may be brought in federal or state court in the state of incorporation. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,152,28,0,2
"You and the Company agree that any disagreement will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,226,37,2,0
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Any controversy arising out of or relating to this User Agreement shall be resolved through binding arbitration in the state where the Company is headquartered. Small claims court proceedings are excluded from this arbitration requirement.,1,True,binding,"binding,location_specified",synthetic,False,239,35,2,4
Any claim shall be resolved exclusively in the courts of New York.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,66,12,0,2
Any lawsuit or legal action must be filed in the appropriate court in California.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,81,14,0,1
Disputes will be resolved by a single arbitrator appointed under JAMS rules.,1,True,mandatory,provider_specified,synthetic,False,76,12,2,1
Optional arbitration procedures are available through AAA.,1,True,optional,"optional_arbitration,choice_available",original,True,58,7,2,0
You may seek equitable relief in court for intellectual property violations.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,76,11,0,2
"You and the Company agree that any controversy will be resolved through individual arbitration, and you waive your right to participate in class actions. Small claims court proceedings are excluded from this arbitration requirement.",1,True,mandatory,class_action_waiver,synthetic,False,232,34,2,4
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of ICC.,1,True,mandatory,provider_specified,synthetic,False,121,20,2,2
Arbitration is available as an alternative dispute resolution mechanism.,1,True,optional,"optional_arbitration,choice_available",original,True,72,9,2,2
Any disagreement shall be resolved exclusively in the courts of Delaware. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,122,20,0,2
You agree that all controversys will be settled by final and binding arbitration administered by International Chamber of Commerce.,1,True,binding,"binding,provider_specified",synthetic,False,131,19,2,1
Disputes will be resolved by a single arbitrator appointed under American Arbitration Association rules. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,255,37,3,4
You agree to binding arbitration for all claims and waive your right to jury trial. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,jury_waiver,class_action_waiver",synthetic,False,145,25,2,1
All claims must be resolved through arbitration conducted by JAMS in California. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,152,25,2,1
"In no event shall the Company, its directors, employees, partners, agents, suppliers, or affiliates, be liable for any indirect, incidental, special, consequential, or punitive damages, including without limitation, loss of profits, data, use, goodwill, or other intangible losses, resulting from your use of the Service.",0,False,none,"liability_limitation,damages_exclusion,no_consequential_damages",original,False,321,45,0,0
Any claim shall be resolved exclusively in the courts of the state of incorporation. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,154,24,0,2
All claims must be resolved through arbitration conducted by AAA in Delaware. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,290,45,2,3
Alternative dispute resolution is encouraged but not required.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,8,1,2
Any disagreement arising out of or relating to this contract shall be resolved through individual arbitration in the state where the Company is headquartered. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,230,37,2,0
All claims must be resolved through arbitration conducted by International Chamber of Commerce in California. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,181,28,1,1
Binding arbitration will be the exclusive remedy for any conflict related to this service. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,class_action_waiver,location_specified",synthetic,False,224,37,2,0
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded.,1,True,mandatory,,synthetic,False,103,14,1,2
"You and the Company agree that any legal matter will be resolved through individual arbitration, and you waive your right to participate in class actions.",1,True,mandatory,class_action_waiver,synthetic,False,154,25,2,0
You may seek equitable relief in court for intellectual property violations.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,76,11,0,2
Litigation may be pursued in state or federal court as appropriate. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,116,20,0,3
You agree that any legal action may be brought in federal or state court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,85,16,0,1
Disputes will be resolved by a single arbitrator appointed under AAA rules. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,147,25,3,1
You consent to the exclusive jurisdiction of the courts located in California.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,78,12,0,2
You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver,location_specified",synthetic,False,310,49,2,4
Court proceedings are the exclusive remedy for any dispute arising from this agreement.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,87,13,0,3
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. You waive your right to participate in class action lawsuits.,1,True,mandatory,class_action_waiver,synthetic,False,165,24,1,2
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver",synthetic,False,163,26,2,1
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,101,16,2,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of International Chamber of Commerce.,1,True,mandatory,provider_specified,synthetic,False,151,23,1,2
Arbitration is available as an alternative dispute resolution mechanism.,1,True,optional,"optional_arbitration,choice_available",original,True,72,9,2,2
Binding arbitration will be the exclusive remedy for any controversy related to this service. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,class_action_waiver",synthetic,False,155,24,2,1
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Any lawsuit or legal action must be filed in the appropriate court in San Francisco County. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,161,26,0,1
Court proceedings are the exclusive remedy for any claim arising from this agreement. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,155,23,0,3
"You and the Company agree that any legal matter will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,226,38,2,0
Litigation may be pursued in state or federal court as appropriate. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,116,20,0,3
You agree that all claims will be settled by confidential arbitration administered by AAA. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"class_action_waiver,provider_specified",synthetic,False,231,34,2,3
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,110,18,2,1
Disputes will be resolved by a single arbitrator appointed under ICC rules. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,147,25,3,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of International Chamber of Commerce.,1,True,mandatory,provider_specified,synthetic,False,151,23,1,2
Binding arbitration will be the exclusive remedy for any dispute related to this service. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,location_specified",synthetic,False,161,27,2,1
You agree to binding arbitration for all disagreements and waive your right to jury trial.,1,True,binding,"binding,jury_waiver",synthetic,False,90,15,2,0
Judicial proceedings are available for the resolution of any claim.,0,False,none,no_arbitration,synthetic,False,67,10,0,3
"You and the Company agree that any claim will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,298,47,2,3
You agree that all controversys will be settled by final and binding arbitration administered by JAMS.,1,True,binding,"binding,provider_specified",synthetic,False,102,16,3,1
Any controversy shall be resolved exclusively in the courts of San Francisco County. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,133,22,0,3
These Terms are governed by the laws of San Francisco County and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,101,19,0,2
All claims must be resolved through arbitration conducted by International Chamber of Commerce in Delaware. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,258,38,1,3
You may bring legal action in small claims court or any other court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,164,26,0,3
You consent to the exclusive jurisdiction of the courts located in New York.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,76,13,0,2
Any legal matter arising out of or relating to this Terms and Conditions shall be resolved through final and binding arbitration in California. You waive your right to participate in class action lawsuits.,1,True,binding,"binding,class_action_waiver,location_specified",synthetic,False,205,33,2,0
You agree that any legal action may be brought in federal or state court in San Francisco County. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,146,27,0,2
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of American Arbitration Association. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,284,45,2,2
All claims and disputes arising under or relating to this Agreement are to be settled by binding arbitration in the state of Delaware or another location mutually agreeable to the parties. An award of arbitration may be confirmed in a court of competent jurisdiction. The arbitration shall be conducted on a confidential basis pursuant to the Commercial Arbitration Rules of the American Arbitration Association.,1,True,binding,"binding,AAA_rules,confidential,location_specified",original,False,412,64,3,4
The parties may agree to submit disputes to arbitration if both parties consent.,1,True,optional,"optional_arbitration,choice_available",original,True,80,13,1,1
You consent to the exclusive jurisdiction of the courts located in the state of incorporation.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,94,15,0,2
Disputes will be resolved by a single arbitrator appointed under AAA rules. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,226,35,3,4
Arbitration is available as an alternative dispute resolution mechanism.,1,True,optional,"optional_arbitration,choice_available",original,True,72,9,2,2
You consent to the exclusive jurisdiction of the courts located in California. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,127,21,0,3
Disputes should first be addressed through informal resolution procedures.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,74,9,0,2
You consent to the exclusive jurisdiction of the courts located in the state of incorporation.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,94,15,0,2
Judicial proceedings are available for the resolution of any conflict. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,no_arbitration,synthetic,False,140,20,0,2
You agree that any legal action may be brought in federal or state court in Delaware. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,204,35,0,2
The parties may engage in settlement discussions or mediation.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,9,1,1
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
Court proceedings are the exclusive remedy for any claim arising from this agreement.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,85,13,0,3
You may bring legal action in small claims court or any other court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,164,26,0,3
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,175,27,1,2
You agree that any legal action may be brought in federal or state court in San Francisco County. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,167,28,0,1
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,193,30,0,4
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Litigation may be pursued in state or federal court as appropriate. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,137,21,0,2
Disputes will be resolved by a single arbitrator appointed under International Chamber of Commerce rules. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified",synthetic,False,167,25,1,1
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of International Chamber of Commerce. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified",synthetic,False,213,33,1,2
Litigation may be pursued in state or federal court as appropriate. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,116,20,0,3
Any conflict shall be resolved exclusively in the courts of the state of incorporation.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,87,14,0,1
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"mandatory,jury_waiver,location_specified",synthetic,False,252,39,2,4
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. You waive your right to participate in class action lawsuits.,1,True,mandatory,class_action_waiver,synthetic,False,165,24,1,2
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware.,1,True,mandatory,location_specified,synthetic,False,175,27,1,2
Litigation may be pursued in state or federal court as appropriate.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,67,11,0,2
Court proceedings are the exclusive remedy for any conflict arising from this agreement.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,no_arbitration",synthetic,False,88,13,0,2
You agree that all disagreements will be settled by binding arbitration administered by JAMS. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,provider_specified,location_specified",synthetic,False,165,27,3,0
You may bring legal action in small claims court or any other court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,94,16,0,3
Litigation may be pursued in state or federal court as appropriate. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,137,21,0,2
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,110,18,2,1
Any claim shall be resolved exclusively in the courts of New York. You waive any objection to venue in such courts. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,185,31,0,3
Legal proceedings may be initiated in any court of competent jurisdiction. The prevailing party shall be entitled to reasonable attorney's fees.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,144,21,0,3
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Binding arbitration will be the exclusive remedy for any dispute related to this service. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,location_specified",synthetic,False,161,27,2,1
Judicial proceedings are available for the resolution of any legal matter.,0,False,none,no_arbitration,synthetic,False,74,11,0,2
These Terms are governed by the laws of California and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,91,17,0,2
**You waive your right to a jury trial** All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,101,16,2,1
You agree that any legal action may be brought in federal or state court in Delaware.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,85,16,0,1
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"mandatory,jury_waiver,class_action_waiver,location_specified",synthetic,False,244,41,2,1
"You and the Company agree that any legal matter will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,226,38,2,0
You agree that all controversys will be settled by confidential arbitration administered by AAA.,1,True,mandatory,provider_specified,synthetic,False,96,14,2,1
You may bring legal action in small claims court or any other court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,94,16,0,3
"All content, features, and functionality on the Service, including but not limited to text, graphics, logos, icons, images, audio clips, video clips, data compilations, and software, are the exclusive property of the Company or its licensors and are protected by international copyright, trademark, patent, trade secret, and other intellectual property laws.",0,False,none,"copyright,trademark,ownership_rights",original,False,358,51,0,0
You may choose arbitration or litigation to resolve any dispute.,1,True,optional,"optional_arbitration,choice_available",original,True,64,10,1,2
Any controversy or claim arising from this agreement shall be settled by arbitration in accordance with the rules of JAMS. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified",synthetic,False,184,30,2,2
These Terms are governed by the laws of Delaware and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,89,17,0,2
You agree to binding arbitration for all legal matters and waive your right to jury trial.,1,True,binding,"binding,jury_waiver",synthetic,False,90,16,2,0
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. The arbitration shall be governed by the laws of the State of Delaware. You waive your right to participate in class action lawsuits. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,316,47,1,3
PLEASE NOTE: You waive your right to a jury trial All disputes will be resolved through mandatory arbitration.,1,True,mandatory,"mandatory,jury_waiver",synthetic,False,110,18,2,1
Any conflict shall be resolved exclusively in the courts of New York. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,118,21,0,2
These Terms are governed by the laws of Delaware and any disputes will be heard in court.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,89,17,0,2
You agree to binding arbitration for all disputes and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,jury_waiver,location_specified",synthetic,False,157,28,2,1
Any lawsuit or legal action must be filed in the appropriate court in New York. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,128,24,0,2
"You and the Company agree that any disagreement will be resolved through individual arbitration, and you waive your right to participate in class actions. The arbitration shall be governed by the laws of the State of Delaware.",1,True,mandatory,"class_action_waiver,location_specified",synthetic,False,226,37,2,0
Disputes will be resolved by a single arbitrator appointed under American Arbitration Association rules. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified",synthetic,False,166,24,3,1
Alternative dispute resolution is encouraged but not required.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,8,1,2
You agree that all disagreements will be settled by confidential arbitration administered by AAA. The arbitration shall be governed by the laws of the State of Delaware. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,248,37,2,3
The parties may agree to submit disputes to arbitration if both parties consent.,1,True,optional,"optional_arbitration,choice_available",original,True,80,13,1,1
Any disagreement arising out of or relating to this contract shall be resolved through individual arbitration in Delaware.,1,True,mandatory,location_specified,synthetic,False,122,18,2,0
Binding arbitration will be the exclusive remedy for any disagreement related to this service.,1,True,binding,binding,synthetic,False,94,14,2,0
You agree that all disputes will be settled by individual arbitration administered by International Chamber of Commerce.,1,True,mandatory,provider_specified,synthetic,False,120,17,2,1
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
You agree that any legal action may be brought in federal or state court in San Francisco County.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,97,18,0,1
"User-generated content remains the property of the users. However, by posting content to the Service, you grant us a worldwide, non-exclusive, royalty-free license to use, reproduce, modify, publish, distribute, and display such content in connection with the Service. You represent and warrant that you own or have the necessary rights to the content you post.",0,False,none,"content_ownership,license_grant,user_warranties",original,False,361,55,0,0
Alternative dispute resolution is encouraged but not required.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,62,8,1,2
All claims must be resolved through arbitration conducted by AAA in New York. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,139,23,2,1
You agree to binding arbitration for all claims and waive your right to jury trial. The arbitration shall be governed by the laws of the State of Delaware.,1,True,binding,"binding,jury_waiver,location_specified",synthetic,False,155,28,2,1
Any legal action must be brought through arbitration only. Court proceedings are specifically excluded. Small claims court proceedings are excluded from this arbitration requirement.,1,True,mandatory,,synthetic,False,182,24,1,3
Legal proceedings may be initiated in any court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,123,20,0,4
Court proceedings are the exclusive remedy for any claim arising from this agreement. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,exclusive_jurisdiction,venue_selection,no_arbitration",synthetic,False,134,22,0,4
Optional arbitration procedures are available through AAA.,1,True,optional,"optional_arbitration,choice_available",original,True,58,7,2,0
You may bring legal action in small claims court or any other court of competent jurisdiction. You waive any objection to venue in such courts.,0,False,none,"court_jurisdiction,venue_selection,no_arbitration",synthetic,False,143,25,0,4
All claims must be resolved through arbitration conducted by AAA in Delaware. You waive your right to participate in class action lawsuits.,1,True,mandatory,"class_action_waiver,provider_specified,location_specified",synthetic,False,139,22,2,1
Legal proceedings may be initiated in any court of competent jurisdiction.,0,False,none,"court_jurisdiction,no_arbitration",synthetic,False,74,11,0,3
Disputes should first be addressed through informal resolution procedures.,0,False,none,"alternative_dispute_resolution,no_mandatory_arbitration",original,True,74,9,0,2
All claims must be resolved through arbitration conducted by JAMS in New York.,1,True,mandatory,"provider_specified,location_specified",synthetic,False,78,13,2,1
